CAPEC,technique,CAPEC name,technique name,BoW link probability,spaCy link probability,BERT link probability,CWEs,Tactics,CAPEC original ID,Technique original ID
capec_00938,technique_00580,Signature Spoofing by Misrepresentation,Reflective Code Loading,0.26,0.38,0.48,['Authentication Bypass by Spoofing'],['defense-evasion'],476,T1620
capec_00939,technique_00580,Signature Spoofing by Mixing Signed and Unsigned Content,Reflective Code Loading,0.23,0.38,0.47,"['Protection Mechanism Failure', 'Cleartext Transmission of Sensitive Information', 'Missing Encryption of Sensitive Data']",['defense-evasion'],477,T1620
capec_00940,technique_00580,Modification of Windows Service Configuration,Reflective Code Loading,0.46,0.61,0.43,['Improper Access Control'],['defense-evasion'],478,T1620
capec_00941,technique_00580,Malicious Root Certificate,Reflective Code Loading,0.42,0.67,0.56,['Improper Access Control'],['defense-evasion'],479,T1620
capec_00942,technique_00580,Escaping Virtualization,Reflective Code Loading,0.12,0.45,0.36,['Protection Mechanism Failure'],['defense-evasion'],480,T1620
capec_00943,technique_00580,Contradictory Destinations in Traffic Routing Schemes,Reflective Code Loading,0.43,0.52,0.44,[],['defense-evasion'],481,T1620
capec_00944,technique_00580,TCP Flood,Reflective Code Loading,0.21,0.47,0.43,['Allocation of Resources Without Limits or Throttling'],['defense-evasion'],482,T1620
capec_00945,technique_00580,Signature Spoofing by Key Recreation,Reflective Code Loading,0.26,0.44,0.47,['Use of Insufficiently Random Values'],['defense-evasion'],485,T1620
capec_00946,technique_00580,UDP Flood,Reflective Code Loading,0.14,0.24,0.46,['Allocation of Resources Without Limits or Throttling'],['defense-evasion'],486,T1620
capec_00947,technique_00580,ICMP Flood,Reflective Code Loading,0.15,0.27,0.43,['Allocation of Resources Without Limits or Throttling'],['defense-evasion'],487,T1620
capec_00948,technique_00580,HTTP Flood,Reflective Code Loading,0.19,0.38,0.51,['Allocation of Resources Without Limits or Throttling'],['defense-evasion'],488,T1620
capec_00949,technique_00580,SSL Flood,Reflective Code Loading,0.19,0.42,0.47,['Allocation of Resources Without Limits or Throttling'],['defense-evasion'],489,T1620
capec_00950,technique_00580,Amplification,Reflective Code Loading,0.15,0.4,0.45,['Allocation of Resources Without Limits or Throttling'],['defense-evasion'],490,T1620
capec_00951,technique_00580,Quadratic Data Expansion,Reflective Code Loading,0.16,0.45,0.5,['Allocation of Resources Without Limits or Throttling'],['defense-evasion'],491,T1620
capec_00952,technique_00580,Regular Expression Exponential Blowup,Reflective Code Loading,0.21,0.42,0.4,"['Inefficient Regular Expression Complexity', 'Uncontrolled Resource Consumption']",['defense-evasion'],492,T1620
capec_00953,technique_00580,SOAP Array Blowup,Reflective Code Loading,0.15,0.45,0.43,['Allocation of Resources Without Limits or Throttling'],['defense-evasion'],493,T1620
capec_00954,technique_00580,TCP Fragmentation,Reflective Code Loading,0.21,0.38,0.4,"['Allocation of Resources Without Limits or Throttling', 'Improper Resource Shutdown or Release']",['defense-evasion'],494,T1620
capec_00955,technique_00580,UDP Fragmentation,Reflective Code Loading,0.15,0.38,0.39,"['Allocation of Resources Without Limits or Throttling', 'Improper Resource Shutdown or Release']",['defense-evasion'],495,T1620
capec_00956,technique_00580,ICMP Fragmentation,Reflective Code Loading,0.17,0.34,0.42,"['Allocation of Resources Without Limits or Throttling', 'Improper Resource Shutdown or Release']",['defense-evasion'],496,T1620
capec_00957,technique_00580,File Discovery,Reflective Code Loading,0.49,0.66,0.63,['Exposure of Sensitive Information to an Unauthorized Actor'],['defense-evasion'],497,T1620
capec_00958,technique_00580,Probe iOS Screenshots,Reflective Code Loading,0.21,0.44,0.52,[],['defense-evasion'],498,T1620
capec_00959,technique_00580,Android Intent Intercept,Reflective Code Loading,0.04,0.34,0.44,['Improper Verification of Intent by Broadcast Receiver'],['defense-evasion'],499,T1620
capec_00960,technique_00580,WebView Injection,Reflective Code Loading,0.09,0.31,0.39,[],['defense-evasion'],500,T1620
capec_00961,technique_00580,Android Activity Hijack,Reflective Code Loading,0.01,0.22,0.38,['Improper Restriction of Communication Channel to Intended Endpoints'],['defense-evasion'],501,T1620
capec_00962,technique_00580,Intent Spoof,Reflective Code Loading,0.21,0.59,0.46,['Improper Access Control'],['defense-evasion'],502,T1620
capec_00963,technique_00580,WebView Exposure,Reflective Code Loading,0.24,0.48,0.49,['Improper Access Control'],['defense-evasion'],503,T1620
capec_00964,technique_00580,Task Impersonation,Reflective Code Loading,0.02,0.36,0.25,['Improper Restriction of Rendered UI Layers or Frames'],['defense-evasion'],504,T1620
capec_00965,technique_00580,Scheme Squatting,Reflective Code Loading,0.12,0.47,0.41,[],['defense-evasion'],505,T1620
capec_00966,technique_00580,Tapjacking,Reflective Code Loading,0.02,0.31,0.33,['Improper Restriction of Rendered UI Layers or Frames'],['defense-evasion'],506,T1620
capec_00967,technique_00580,Physical Theft,Reflective Code Loading,0.12,0.45,0.46,[],['defense-evasion'],507,T1620
capec_00968,technique_00580,Shoulder Surfing,Reflective Code Loading,0.42,0.43,0.58,"['Exposure of Private Personal Information to an Unauthorized Actor', 'Exposure of Sensitive Information to an Unauthorized Actor']",['defense-evasion'],508,T1620
capec_00969,technique_00580,Kerberoasting,Reflective Code Loading,0.95,0.6,0.72,"['Password Aging with Long Expiration', 'Insufficiently Protected Credentials', 'Use of Password System for Primary Authentication', 'Not Using Password Aging', 'Authentication Bypass by Capture-replay', 'Weak Password Requirements', 'Use of Single-factor Authentication']",['defense-evasion'],509,T1620
capec_00970,technique_00580,SaaS User Request Forgery,Reflective Code Loading,0.15,0.43,0.36,['Origin Validation Error'],['defense-evasion'],510,T1620
capec_00971,technique_00580,Infiltration of Software Development Environment,Reflective Code Loading,0.15,0.42,0.52,[],['defense-evasion'],511,T1620
capec_00972,technique_00580,Hardware Component Substitution During Baselining,Reflective Code Loading,0.3,0.41,0.19,[],['defense-evasion'],516,T1620
capec_00973,technique_00580,Documentation Alteration to Circumvent Dial-down,Reflective Code Loading,0.15,0.49,0.43,[],['defense-evasion'],517,T1620
capec_00974,technique_00580,Documentation Alteration to Produce Under-performing Systems,Reflective Code Loading,0.15,0.49,0.45,[],['defense-evasion'],518,T1620
capec_00975,technique_00580,Documentation Alteration to Cause Errors in System Design,Reflective Code Loading,0.12,0.4,0.47,[],['defense-evasion'],519,T1620
capec_00976,technique_00580,Counterfeit Hardware Component Inserted During Product Assembly,Reflective Code Loading,0.3,0.46,0.44,[],['defense-evasion'],520,T1620
capec_00977,technique_00580,Hardware Design Specifications Are Altered,Reflective Code Loading,0.23,0.45,0.34,[],['defense-evasion'],521,T1620
capec_00978,technique_00580,Malicious Hardware Component Replacement,Reflective Code Loading,0.17,0.45,0.46,[],['defense-evasion'],522,T1620
capec_00979,technique_00580,Malicious Software Implanted,Reflective Code Loading,0.16,0.42,0.35,[],['defense-evasion'],523,T1620
capec_00980,technique_00580,Rogue Integration Procedures,Reflective Code Loading,0.12,0.44,0.42,[],['defense-evasion'],524,T1620
capec_00981,technique_00580,XML Flood,Reflective Code Loading,0.15,0.39,0.48,['Allocation of Resources Without Limits or Throttling'],['defense-evasion'],528,T1620
capec_00982,technique_00580,Malware-Directed Internal Reconnaissance,Reflective Code Loading,0.12,0.42,0.48,[],['defense-evasion'],529,T1620
capec_00983,technique_00580,Provide Counterfeit Component,Reflective Code Loading,0.12,0.51,0.58,[],['defense-evasion'],530,T1620
capec_00984,technique_00580,Hardware Component Substitution,Reflective Code Loading,0.14,0.44,0.38,[],['defense-evasion'],531,T1620
capec_00985,technique_00580,Altered Installed BIOS,Reflective Code Loading,0.38,0.54,0.36,[],['defense-evasion'],532,T1620
capec_00986,technique_00580,Malicious Manual Software Update,Reflective Code Loading,0.21,0.53,0.52,['Download of Code Without Integrity Check'],['defense-evasion'],533,T1620
capec_00987,technique_00580,Malicious Hardware Update,Reflective Code Loading,0.19,0.42,0.52,[],['defense-evasion'],534,T1620
capec_00988,technique_00580,Malicious Gray Market Hardware,Reflective Code Loading,0.18,0.47,0.48,[],['defense-evasion'],535,T1620
capec_00989,technique_00580,Data Injected During Configuration,Reflective Code Loading,0.31,0.52,0.36,['Improper Access Control'],['defense-evasion'],536,T1620
capec_00990,technique_00580,Infiltration of Hardware Development Environment,Reflective Code Loading,0.19,0.37,0.42,[],['defense-evasion'],537,T1620
capec_00991,technique_00580,Open-Source Library Manipulation,Reflective Code Loading,0.12,0.43,0.43,[],['defense-evasion'],538,T1620
capec_00992,technique_00580,ASIC With Malicious Functionality,Reflective Code Loading,0.13,0.29,0.33,[],['defense-evasion'],539,T1620
capec_00993,technique_00580,Overread Buffers,Reflective Code Loading,0.06,0.35,0.4,['Out-of-bounds Read'],['defense-evasion'],540,T1620
capec_00994,technique_00580,Application Fingerprinting,Reflective Code Loading,0.12,0.37,0.48,[],['defense-evasion'],541,T1620
capec_00995,technique_00580,Targeted Malware,Reflective Code Loading,0.12,0.41,0.4,[],['defense-evasion'],542,T1620
capec_00996,technique_00580,Counterfeit Websites,Reflective Code Loading,0.12,0.53,0.48,[],['defense-evasion'],543,T1620
capec_00997,technique_00580,Counterfeit Organizations,Reflective Code Loading,0.12,0.56,0.51,[],['defense-evasion'],544,T1620
capec_00998,technique_00580,Pull Data from System Resources,Reflective Code Loading,0.5,0.51,0.33,"['Exposure of Sensitive System Information Due to Uncleared Debug Information', 'Sensitive Non-Volatile Information Not Protected During Debug', 'Improper Scrubbing of Sensitive Data from Decommissioned Device', 'Sensitive Information Uncleared Before Debug/Power State Transition', 'Sensitive Information Accessible by Physical Probing of JTAG Interface', 'Missing Protection Against Hardware Reverse Engineering Using Integrated Circuit (IC) Imaging Techniques', 'Improper Management of Sensitive Trace Data', 'Improper Zeroization of Hardware Register', 'Remanent Data Readable after Memory Erase']",['defense-evasion'],545,T1620
capec_00999,technique_00580,Incomplete Data Deletion in a Multi-Tenant Environment,Reflective Code Loading,0.23,0.42,0.41,"['Sensitive Information Uncleared Before Debug/Power State Transition', 'Improper Access Control', 'Improper Scrubbing of Sensitive Data from Decommissioned Device']",['defense-evasion'],546,T1620
capec_01000,technique_00580,Physical Destruction of Device or Component,Reflective Code Loading,0.24,0.43,0.55,[],['defense-evasion'],547,T1620
capec_01001,technique_00580,Contaminate Resource,Reflective Code Loading,0.14,0.45,0.63,[],['defense-evasion'],548,T1620
capec_01002,technique_00580,Local Execution of Code,Reflective Code Loading,0.18,0.37,0.37,['Inclusion of Functionality from Untrusted Control Sphere'],['defense-evasion'],549,T1620
capec_01003,technique_00580,Install New Service,Reflective Code Loading,0.58,0.87,0.68,['Improper Access Control'],['defense-evasion'],550,T1620
capec_01004,technique_00580,Modify Existing Service,Reflective Code Loading,0.8,0.81,0.67,"['Improper Access Control', 'Insufficiently Protected Credentials']",['defense-evasion'],551,T1620
capec_01005,technique_00580,Install Rootkit ,Reflective Code Loading,0.25,0.49,0.56,['Improper Access Control'],['defense-evasion'],552,T1620
capec_01006,technique_00580,Functionality Bypass,Reflective Code Loading,0.1,0.34,0.27,"['Missing Protection Mechanism for Alternate Hardware Interface', 'Improper Protection of Alternate Path']",['defense-evasion'],554,T1620
capec_01007,technique_00580,Remote Services with Stolen Credentials,Reflective Code Loading,0.96,0.81,0.85,"['Password Aging with Long Expiration', 'Insufficiently Protected Credentials', 'Use of Password System for Primary Authentication', 'Not Using Password Aging', 'Authentication Bypass by Capture-replay', 'Weak Password Requirements', 'Use of Single-factor Authentication']",['defense-evasion'],555,T1620
capec_01008,technique_00580,Replace File Extension Handlers,Reflective Code Loading,0.27,0.5,0.56,['Improper Access Control'],['defense-evasion'],556,T1620
capec_01009,technique_00580,Replace Trusted Executable,Reflective Code Loading,0.2,0.6,0.48,['Improper Access Control'],['defense-evasion'],558,T1620
capec_01010,technique_00580,Orbital Jamming,Reflective Code Loading,0.12,0.31,0.41,[],['defense-evasion'],559,T1620
capec_01011,technique_00580,Use of Known Domain Credentials,Reflective Code Loading,0.96,0.75,0.7,"['Password Aging with Long Expiration', 'Insufficiently Protected Credentials', 'Use of Password System for Primary Authentication', 'Not Using Password Aging', 'Device Unlock Credential Sharing', 'Improper Restriction of Excessive Authentication Attempts', 'Use of Single-factor Authentication', 'Reliance on a Single Factor in a Security Decision']",['defense-evasion'],560,T1620
capec_01012,technique_00580,Windows Admin Shares with Stolen Credentials,Reflective Code Loading,0.96,0.74,0.68,"['Password Aging with Long Expiration', 'Insufficiently Protected Credentials', 'Use of Password System for Primary Authentication', 'Not Using Password Aging', 'Authentication Bypass by Capture-replay', 'Weak Password Requirements', 'Use of Single-factor Authentication']",['defense-evasion'],561,T1620
capec_01013,technique_00580,Modify Shared File,Reflective Code Loading,0.31,0.65,0.73,['Improper Access Control'],['defense-evasion'],562,T1620
capec_01014,technique_00580,Add Malicious File to Shared Webroot,Reflective Code Loading,0.31,0.64,0.69,['Improper Access Control'],['defense-evasion'],563,T1620
capec_01015,technique_00580,Run Software at Logon,Reflective Code Loading,0.44,0.74,0.46,['Improper Access Control'],['defense-evasion'],564,T1620
capec_01016,technique_00580,Password Spraying,Reflective Code Loading,0.62,0.6,0.65,"['Password Aging with Long Expiration', 'Use of Password System for Primary Authentication', 'Not Using Password Aging', 'Weak Password Requirements', 'Improper Restriction of Excessive Authentication Attempts', 'Use of Single-factor Authentication', 'Reliance on a Single Factor in a Security Decision']",['defense-evasion'],565,T1620
capec_01017,technique_00580,Capture Credentials via Keylogger,Reflective Code Loading,0.45,0.57,0.65,[],['defense-evasion'],568,T1620
capec_01018,technique_00580,Collect Data as Provided by Users,Reflective Code Loading,0.66,0.66,0.52,[],['defense-evasion'],569,T1620
capec_01019,technique_00580,Block Logging to Central Repository,Reflective Code Loading,0.63,0.52,0.46,[],['defense-evasion'],571,T1620
capec_01020,technique_00580,Artificially Inflate File Sizes,Reflective Code Loading,0.15,0.53,0.44,[],['defense-evasion'],572,T1620
capec_01021,technique_00580,Process Footprinting,Reflective Code Loading,0.65,0.55,0.59,['Exposure of Sensitive Information to an Unauthorized Actor'],['defense-evasion'],573,T1620
capec_01022,technique_00580,Services Footprinting,Reflective Code Loading,0.59,0.66,0.57,['Exposure of Sensitive Information to an Unauthorized Actor'],['defense-evasion'],574,T1620
capec_01023,technique_00580,Account Footprinting,Reflective Code Loading,0.66,0.67,0.65,['Exposure of Sensitive Information to an Unauthorized Actor'],['defense-evasion'],575,T1620
capec_01024,technique_00580,Group Permission Footprinting,Reflective Code Loading,0.6,0.54,0.66,['Exposure of Sensitive Information to an Unauthorized Actor'],['defense-evasion'],576,T1620
capec_01025,technique_00580,Owner Footprinting,Reflective Code Loading,0.5,0.36,0.53,['Exposure of Sensitive Information to an Unauthorized Actor'],['defense-evasion'],577,T1620
capec_01026,technique_00580,Disable Security Software,Reflective Code Loading,0.31,0.64,0.56,['Improper Access Control'],['defense-evasion'],578,T1620
capec_01027,technique_00580,Replace Winlogon Helper DLL,Reflective Code Loading,0.2,0.45,0.38,[],['defense-evasion'],579,T1620
capec_01028,technique_00580,System Footprinting,Reflective Code Loading,0.18,0.5,0.4,[],['defense-evasion'],580,T1620
capec_01029,technique_00580,Security Software Footprinting,Reflective Code Loading,0.33,0.59,0.41,[],['defense-evasion'],581,T1620
capec_01030,technique_00580,Route Disabling,Reflective Code Loading,0.12,0.34,0.4,[],['defense-evasion'],582,T1620
capec_01031,technique_00580,Disabling Network Hardware,Reflective Code Loading,0.29,0.4,0.41,[],['defense-evasion'],583,T1620
capec_01032,technique_00580,BGP Route Disabling,Reflective Code Loading,0.12,0.29,0.41,[],['defense-evasion'],584,T1620
capec_01033,technique_00580,DNS Domain Seizure,Reflective Code Loading,0.14,0.38,0.49,[],['defense-evasion'],585,T1620
capec_01034,technique_00580,Object Injection,Reflective Code Loading,0.04,0.32,0.35,['Deserialization of Untrusted Data'],['defense-evasion'],586,T1620
capec_01035,technique_00580,Cross Frame Scripting (XFS),Reflective Code Loading,0.12,0.35,0.3,[],['defense-evasion'],587,T1620
capec_01036,technique_00580,DOM-Based XSS,Reflective Code Loading,0.02,0.24,0.27,"[""Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')"", 'Improper Input Validation', 'Improper Neutralization of Script in Attributes in a Web Page']",['defense-evasion'],588,T1620
capec_01037,technique_00580,DNS Blocking,Reflective Code Loading,0.11,0.19,0.4,['Channel Accessible by Non-Endpoint'],['defense-evasion'],589,T1620
capec_01038,technique_00580,IP Address Blocking,Reflective Code Loading,0.1,0.15,0.41,['Channel Accessible by Non-Endpoint'],['defense-evasion'],590,T1620
capec_01039,technique_00580,Reflected XSS,Reflective Code Loading,0.02,0.08,0.14,"[""Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')""]",['defense-evasion'],591,T1620
capec_01040,technique_00580,Stored XSS,Reflective Code Loading,0.02,0.24,0.19,"[""Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')""]",['defense-evasion'],592,T1620
capec_01041,technique_00580,Session Hijacking,Reflective Code Loading,0.42,0.64,0.63,['Improper Authentication'],['defense-evasion'],593,T1620
capec_01042,technique_00580,Traffic Injection,Reflective Code Loading,0.06,0.23,0.33,['Improper Verification of Source of a Communication Channel'],['defense-evasion'],594,T1620
capec_01043,technique_00580,Connection Reset,Reflective Code Loading,0.03,0.32,0.36,['Improper Verification of Source of a Communication Channel'],['defense-evasion'],595,T1620
capec_01044,technique_00580,TCP RST Injection,Reflective Code Loading,0.06,0.22,0.27,['Improper Verification of Source of a Communication Channel'],['defense-evasion'],596,T1620
capec_01045,technique_00580,Absolute Path Traversal,Reflective Code Loading,0.14,0.39,0.41,['Absolute Path Traversal'],['defense-evasion'],597,T1620
capec_01046,technique_00580,DNS Spoofing,Reflective Code Loading,0.12,0.43,0.47,[],['defense-evasion'],598,T1620
capec_01047,technique_00580,Terrestrial Jamming,Reflective Code Loading,0.12,0.34,0.45,[],['defense-evasion'],599,T1620
capec_01048,technique_00580,Credential Stuffing,Reflective Code Loading,0.85,0.6,0.74,"['Password Aging with Long Expiration', 'Insufficiently Protected Credentials', 'Use of Password System for Primary Authentication', 'Not Using Password Aging', 'Improper Restriction of Excessive Authentication Attempts', 'Use of Single-factor Authentication', 'Reliance on a Single Factor in a Security Decision']",['defense-evasion'],600,T1620
capec_01049,technique_00580,Jamming,Reflective Code Loading,0.12,0.42,0.41,[],['defense-evasion'],601,T1620
capec_01050,technique_00580,Blockage,Reflective Code Loading,0.12,0.32,0.46,[],['defense-evasion'],603,T1620
capec_01051,technique_00580,Wi-Fi Jamming,Reflective Code Loading,0.12,0.41,0.39,[],['defense-evasion'],604,T1620
capec_01052,technique_00580,Cellular Jamming,Reflective Code Loading,0.12,0.36,0.42,[],['defense-evasion'],605,T1620
capec_01053,technique_00580,Weakening of Cellular Encryption,Reflective Code Loading,0.11,0.33,0.32,"[""Selection of Less-Secure Algorithm During Negotiation ('Algorithm Downgrade')""]",['defense-evasion'],606,T1620
capec_01054,technique_00580,Obstruction,Reflective Code Loading,0.12,0.42,0.41,[],['defense-evasion'],607,T1620
capec_01055,technique_00580,Cryptanalysis of Cellular Encryption,Reflective Code Loading,0.11,0.49,0.39,['Use of a Broken or Risky Cryptographic Algorithm'],['defense-evasion'],608,T1620
capec_01056,technique_00580,Cellular Traffic Intercept,Reflective Code Loading,0.16,0.47,0.47,['Missing Encryption of Sensitive Data'],['defense-evasion'],609,T1620
capec_01057,technique_00580,Cellular Data Injection,Reflective Code Loading,0.11,0.36,0.35,[],['defense-evasion'],610,T1620
capec_01058,technique_00580,BitSquatting,Reflective Code Loading,0.12,0.4,0.4,[],['defense-evasion'],611,T1620
capec_01059,technique_00580,WiFi MAC Address Tracking,Reflective Code Loading,0.07,0.3,0.35,"['Channel Accessible by Non-Endpoint', 'Insertion of Sensitive Information Into Sent Data']",['defense-evasion'],612,T1620
capec_01060,technique_00580,WiFi SSID Tracking,Reflective Code Loading,0.07,0.33,0.3,"['Channel Accessible by Non-Endpoint', 'Insertion of Sensitive Information Into Sent Data']",['defense-evasion'],613,T1620
capec_01061,technique_00580,Rooting SIM Cards,Reflective Code Loading,0.06,0.52,0.54,['Use of a Broken or Risky Cryptographic Algorithm'],['defense-evasion'],614,T1620
capec_01062,technique_00580,Evil Twin Wi-Fi Attack,Reflective Code Loading,0.11,0.29,0.44,['Channel Accessible by Non-Endpoint'],['defense-evasion'],615,T1620
capec_01063,technique_00580,Establish Rogue Location,Reflective Code Loading,0.41,0.55,0.68,['Exposure of Sensitive Information to an Unauthorized Actor'],['defense-evasion'],616,T1620
capec_01064,technique_00580,Cellular Rogue Base Station,Reflective Code Loading,0.12,0.36,0.32,[],['defense-evasion'],617,T1620
capec_01065,technique_00580,Cellular Broadcast Message Request,Reflective Code Loading,0.12,0.3,0.37,['Insertion of Sensitive Information Into Sent Data'],['defense-evasion'],618,T1620
capec_01066,technique_00580,Signal Strength Tracking,Reflective Code Loading,0.05,0.33,0.35,['Insertion of Sensitive Information Into Sent Data'],['defense-evasion'],619,T1620
capec_01067,technique_00580,Drop Encryption Level,Reflective Code Loading,0.06,0.4,0.46,"[""Selection of Less-Secure Algorithm During Negotiation ('Algorithm Downgrade')""]",['defense-evasion'],620,T1620
capec_01068,technique_00580,Analysis of Packet Timing and Sizes,Reflective Code Loading,0.13,0.37,0.34,['Insertion of Sensitive Information Into Sent Data'],['defense-evasion'],621,T1620
capec_01069,technique_00580,Electromagnetic Side-Channel Attack,Reflective Code Loading,0.02,0.09,0.35,['Insertion of Sensitive Information Into Sent Data'],['defense-evasion'],622,T1620
capec_01070,technique_00580,Compromising Emanations Attack,Reflective Code Loading,0.05,0.23,0.44,['Insertion of Sensitive Information Into Sent Data'],['defense-evasion'],623,T1620
capec_01071,technique_00580,Hardware Fault Injection,Reflective Code Loading,0.24,0.43,0.32,"['Improper Protection Against Voltage and Clock Glitches', 'Improper Protection against Electromagnetic Fault Injection (EM-FI)', 'Improper Restriction of Software Interfaces to Hardware Features', 'Semiconductor Defects in Hardware Logic with Security-Sensitive Implications', 'Unauthorized Error Injection Can Degrade Hardware Redundancy', 'Improper Handling of Faults that Lead to Instruction Skips']",['defense-evasion'],624,T1620
capec_01072,technique_00580,Mobile Device Fault Injection,Reflective Code Loading,0.09,0.39,0.4,[],['defense-evasion'],625,T1620
capec_01073,technique_00580,Smudge Attack,Reflective Code Loading,0.11,0.31,0.41,[],['defense-evasion'],626,T1620
capec_01074,technique_00580,Counterfeit GPS Signals,Reflective Code Loading,0.12,0.44,0.43,[],['defense-evasion'],627,T1620
capec_01075,technique_00580,Carry-Off GPS Attack,Reflective Code Loading,0.11,0.45,0.38,[],['defense-evasion'],628,T1620
capec_01076,technique_00580,Unauthorized Use of Device Resources,Reflective Code Loading,0.17,0.45,0.54,"['Incorrect Conversion of Security Identifiers', 'Incorrect Decoding of Security Identifiers ']",['defense-evasion'],629,T1620
capec_01077,technique_00580,TypoSquatting,Reflective Code Loading,0.25,0.4,0.38,[],['defense-evasion'],630,T1620
capec_01078,technique_00580,SoundSquatting,Reflective Code Loading,0.12,0.4,0.4,[],['defense-evasion'],631,T1620
capec_01079,technique_00580,Homograph Attack via Homoglyphs,Reflective Code Loading,0.06,0.23,0.37,[],['defense-evasion'],632,T1620
capec_01080,technique_00580,Token Impersonation,Reflective Code Loading,0.08,0.42,0.56,"['Improper Authentication', 'Generation of Incorrect Security Tokens']",['defense-evasion'],633,T1620
capec_01081,technique_00580,Probe Audio and Video Peripherals,Reflective Code Loading,0.81,0.79,0.43,['Privilege Defined With Unsafe Actions'],['defense-evasion'],634,T1620
capec_01082,technique_00580,Alternative Execution Due to Deceptive Filenames,Reflective Code Loading,0.12,0.42,0.31,['Improper Neutralization of Trailing Special Elements'],['defense-evasion'],635,T1620
capec_01083,technique_00580,Hiding Malicious Data or Code within Files,Reflective Code Loading,0.63,0.63,0.57,[],['defense-evasion'],636,T1620
capec_01084,technique_00580,Collect Data from Clipboard,Reflective Code Loading,0.69,0.72,0.77,['Privilege Defined With Unsafe Actions'],['defense-evasion'],637,T1620
capec_01085,technique_00580,Altered Component Firmware,Reflective Code Loading,0.2,0.36,0.44,[],['defense-evasion'],638,T1620
capec_01086,technique_00580,Probe System Files,Reflective Code Loading,0.62,0.73,0.5,['Files or Directories Accessible to External Parties'],['defense-evasion'],639,T1620
capec_01087,technique_00580,Inclusion of Code in Existing Process,Reflective Code Loading,0.66,0.6,0.54,[],['defense-evasion'],640,T1620
capec_01088,technique_00580,DLL Side-Loading,Reflective Code Loading,0.18,0.62,0.39,['Use of Incorrectly-Resolved Name or Reference'],['defense-evasion'],641,T1620
capec_01089,technique_00580,Replace Binaries,Reflective Code Loading,0.16,0.49,0.58,['Incorrect Permission Assignment for Critical Resource'],['defense-evasion'],642,T1620
capec_01090,technique_00580,Identify Shared Files/Directories on System,Reflective Code Loading,0.7,0.72,0.75,"['Privilege Defined With Unsafe Actions', 'Exposure of Sensitive Information to an Unauthorized Actor']",['defense-evasion'],643,T1620
capec_01091,technique_00580,Use of Captured Hashes (Pass The Hash),Reflective Code Loading,0.85,0.66,0.68,"['Use of Password Hash Instead of Password for Authentication', 'Use of Single-factor Authentication', 'Insufficiently Protected Credentials', 'Authentication Bypass by Capture-replay']",['defense-evasion'],644,T1620
capec_01092,technique_00580,Use of Captured Tickets (Pass The Ticket),Reflective Code Loading,0.73,0.57,0.54,"['Authentication Bypass by Capture-replay', 'Use of Single-factor Authentication', 'Insufficiently Protected Credentials']",['defense-evasion'],645,T1620
capec_01093,technique_00580,Peripheral Footprinting,Reflective Code Loading,0.53,0.48,0.49,['Exposure of Sensitive Information to an Unauthorized Actor'],['defense-evasion'],646,T1620
capec_01094,technique_00580,Collect Data from Registries,Reflective Code Loading,0.29,0.59,0.67,['Improper Authorization'],['defense-evasion'],647,T1620
capec_01095,technique_00580,Collect Data from Screen Capture,Reflective Code Loading,0.76,0.74,0.59,['Privilege Defined With Unsafe Actions'],['defense-evasion'],648,T1620
capec_01096,technique_00580,Adding a Space to a File Extension,Reflective Code Loading,0.63,0.65,0.63,"[""Path Equivalence: 'filename ' (Trailing Space)""]",['defense-evasion'],649,T1620
capec_01097,technique_00580,Upload a Web Shell to a Web Server,Reflective Code Loading,0.62,0.72,0.6,"['Improper Authentication', 'Command Shell in Externally Accessible Directory']",['defense-evasion'],650,T1620
capec_01098,technique_00580,Eavesdropping,Reflective Code Loading,0.41,0.45,0.58,['Exposure of Sensitive Information to an Unauthorized Actor'],['defense-evasion'],651,T1620
capec_01099,technique_00580,Use of Known Kerberos Credentials,Reflective Code Loading,0.95,0.64,0.66,"['Password Aging with Long Expiration', 'Use of Password Hash Instead of Password for Authentication', 'Insufficiently Protected Credentials', 'Use of Password System for Primary Authentication', 'Not Using Password Aging', 'Authentication Bypass by Capture-replay', 'Improper Restriction of Excessive Authentication Attempts', 'Use of Single-factor Authentication', 'Reliance on a Single Factor in a Security Decision']",['defense-evasion'],652,T1620
capec_01100,technique_00580,Use of Known Windows Credentials,Reflective Code Loading,0.88,0.65,0.64,"['Password Aging with Long Expiration', 'Insufficiently Protected Credentials', 'Use of Password System for Primary Authentication', 'Not Using Password Aging', 'Improper Restriction of Excessive Authentication Attempts', 'Use of Single-factor Authentication', 'Reliance on a Single Factor in a Security Decision']",['defense-evasion'],653,T1620
capec_01101,technique_00580,Credential Prompt Impersonation,Reflective Code Loading,0.02,0.18,0.31,['Improper Restriction of Rendered UI Layers or Frames'],['defense-evasion'],654,T1620
capec_01102,technique_00580,Avoid Security Tool Identification by Adding Data,Reflective Code Loading,0.38,0.56,0.54,[],['defense-evasion'],655,T1620
capec_01103,technique_00580,Voice Phishing,Reflective Code Loading,0.41,0.43,0.54,[],['defense-evasion'],656,T1620
capec_01104,technique_00580,Malicious Automated Software Update via Spoofing,Reflective Code Loading,0.23,0.5,0.45,['Download of Code Without Integrity Check'],['defense-evasion'],657,T1620
